-0.078721374	0.08040083	-0.08089141	0.16739143	-0.19255254	-0.059860885	0.028592076	0.10644115	0.16746007	-0.03992326	0.15359317	-0.008451422	0.102608554	0.04732063	0.09148202	0.0037769107
0.017795382	-0.006320164	-0.12558046	0.122264154	-0.14464438	-0.1299789	-0.033151884	-0.009909821	0.115743324	-0.13156609	0.041613698	-0.06662236	0.12525393	0.13292167	0.16974144	-0.005235994
-0.06850852	0.0623888	-0.07479726	0.15318821	-0.17515464	-0.12529528	0.016160138	0.025465216	0.14912634	-0.08845382	0.09101619	-0.04216492	0.11987468	0.092153765	0.13988964	0.062237665
0.1647746	-0.14320657	0.13142872	-0.05207596	0.06873825	-0.20858	-0.12369468	-0.11971713	-0.05671454	-0.22032607	-0.09331956	-0.20526215	0.21184047	0.19136281	0.23821425	0.13727073
0.011323189	-0.03462718	-0.057635155	0.089036055	-0.1685528	-0.19864349	-0.08708852	0.032395836	0.12939128	-0.07624053	0.035899967	-0.05802073	0.17359729	0.08496809	0.17107265	0.06514001
-0.08583153	0.10443577	-0.11686321	0.1909769	-0.13633683	-0.064291134	0.058069237	0.1355369	0.15606828	0.07726275	0.06305956	-0.010703169	0.051850405	0.010007091	-0.009295567	-0.010905037
0.06792601	-0.078669496	0.020237768	0.003814208	-0.119571716	-0.13300985	-0.10905866	-0.03299745	0.070567705	-0.085571796	0.01941446	-0.14955616	0.18560551	0.16869248	0.14362763	0.08045031
0.07949202	0.00046997215	0.01636893	0.051032163	-0.13991758	-0.17294607	-0.10257396	-0.032285538	0.07364016	-0.107666224	0.066629164	-0.106399894	0.15643805	0.121913016	0.17429405	0.10715695
0.03825181	-0.010185165	-0.063096434	0.031545762	-0.010926479	-0.12002571	-0.065736	-0.019614251	0.074328244	-0.08697509	-0.03254892	-0.091318764	0.13099585	0.06239974	0.11469591	0.07177094
-5.339607e-05	0.0006702482	-0.058779813	0.052271694	-0.064257905	-0.08607735	0.012367473	0.048176628	0.07936829	-0.051022977	0.032133825	-0.0066454257	0.09299888	0.05060235	0.09704253	-0.01748028
0.13546245	-0.13145377	0.02116237	-0.015524164	-0.028968414	-0.20721568	-0.09209926	-0.07860686	-0.072835304	-0.1705707	-0.04524648	-0.16177328	0.18381833	0.11613534	0.21346551	0.085413344
-0.16101655	0.11136859	-0.17629652	0.16805358	-0.22566098	0.032034766	0.12312433	0.15665339	0.16044152	0.15472016	0.2190257	0.120231755	0.0057764985	-0.108872004	-0.016229758	-0.08648997
-0.107736155	0.11192364	-0.1275187	0.14445437	-0.18830372	-0.0164354	0.10891188	0.10710789	0.19650233	0.07170162	0.17255336	0.09745406	0.006712132	-0.06508211	-0.024330609	-0.050677415
-0.099399045	0.14608933	-0.15451325	0.14732166	-0.21886884	0.0084894765	0.114943184	0.15156566	0.12529343	0.025589766	0.14777362	0.10954585	-0.022272298	-0.04858921	-0.023030158	-0.05449312
0.12356971	-0.027216922	0.005846811	-0.032969695	-0.040814042	-0.15259778	-0.044425797	-0.10789942	-0.03056957	-0.14903706	0.022345934	-0.13997148	0.10839377	0.08251213	0.15717167	0.1402566
-0.085644476	0.092297144	-0.16709681	0.1292763	-0.18138376	-0.03994382	0.045138817	0.049356636	0.16479604	-0.05670655	0.13212793	0.025912192	0.088702895	0.064047374	0.08534787	-0.021408848
-0.116693266	0.07996952	-0.10370381	0.096501455	-0.09492769	-0.02045245	0.079912685	0.043873426	0.09347697	0.056345854	0.050061487	0.028980628	-0.023475068	-0.048278235	0.018230744	-0.080368124
-0.022728452	-0.04674925	-0.07434648	0.08614485	-0.13031892	-0.1678786	-0.08062701	0.022115916	0.10482287	-0.124193795	-0.013814827	-0.08752702	0.11272483	0.08956433	0.1468887	0.051585734
0.029473154	0.009194169	-0.003788018	0.05944106	-0.07287372	-0.14196187	0.0069700265	-0.045186926	0.03131189	-0.052201036	0.063225314	-0.03494513	0.110873885	0.060640667	0.076728426	-0.016827194
-0.050859615	0.09308783	-0.14426316	0.13838103	-0.08722259	-0.0433846	0.04310486	0.042524036	0.14262694	0.059271354	0.042317756	0.045062955	0.05250364	-0.053285375	0.04533008	-0.07140633
-0.048418425	0.0027092784	-0.08839563	0.07876618	-0.11856303	-0.08990306	-0.018981874	0.025375592	0.093883775	-0.029791173	0.10937391	-0.036390215	0.09721549	0.017262792	0.10465713	0.023119112
-0.075228326	0.061025087	-0.096160226	0.087938994	-0.125708	-0.081829816	-0.00278263	0.071752645	0.1194405	-0.03360101	0.04071416	0.022318218	0.026521532	0.039613016	0.047041163	0.01072856
0.06307963	-0.09350117	0.0864309	-0.00369862	0.028986536	-0.10317649	-0.045303613	-0.08396469	-0.0019656764	-0.11209245	-0.03908491	-0.062337253	0.10419875	0.11833842	0.14089218	0.107152194
-0.17934191	0.08762913	-0.13943636	0.17354704	-0.15702505	0.04435887	0.14596358	0.116364375	0.19842182	0.11087305	0.1634234	0.10058158	-0.0668553	-0.099034995	-0.026595792	-0.16405246
-0.093061954	0.11846721	-0.19554013	0.18345502	-0.14882365	0.04684573	0.06705085	0.1682344	0.17000607	0.07328467	0.18293935	0.07274437	-0.014061107	-0.0681066	-0.009474596	-0.112234935
0.20296414	-0.23945461	0.24829318	-0.20243002	0.20029715	-0.2916227	-0.2192086	-0.2029687	-0.1961907	-0.27129814	-0.28745675	-0.25087744	0.29926717	0.29226276	0.29007414	0.20441613
-0.11660196	0.09559418	-0.21109378	0.16622107	-0.17849597	0.14161289	0.103167154	0.17087121	0.20962729	0.17450425	0.13154018	0.17551419	-0.07152004	-0.13420527	-0.14509168	-0.11436216
-0.02217632	-0.0034972257	-0.09538029	0.12966096	-0.07095401	-0.1005176	-0.06364524	0.006014394	0.05727641	-0.06705914	0.0842919	-0.05920668	0.056384448	0.028169006	0.12582564	0.03176282
0.08863517	-0.04068568	0.03027394	-0.004607153	-0.00070164906	-0.13898972	-0.011207467	-0.0685552	-0.010127409	-0.10413537	-0.042059287	-0.102013566	0.120933175	0.09575204	0.057661474	0.034888834
-0.027281294	0.035261236	-0.103115715	0.06354207	-0.0910023	-0.051274084	0.050203618	0.045845274	0.05563525	-0.04496498	0.09443079	0.04252197	0.027617604	-0.022016697	0.07171434	-0.049486283
-0.07645099	0.13065603	-0.113225095	0.114312366	-0.14290266	0.038912535	0.09416476	0.13458876	0.14356942	0.10591121	0.12362406	0.08506227	-0.06377998	-0.02311293	0.0014907414	-0.04884132
-0.047021754	0.0476008	-0.0924489	0.015190454	-0.070206106	-0.06710379	-0.0081611015	0.019231528	0.05821273	-0.08664752	0.015318111	-0.033462238	0.04274211	0.042594776	0.10858388	0.03088375
-0.008843638	0.07516454	-0.09679256	0.13645636	-0.10512214	0.011736106	0.053548798	0.022376029	0.0748377	0.0052542943	0.051264737	-0.016904524	0.06358246	-0.002186615	-0.0028663727	0.008444619
0.049957313	-0.043422163	0.005271907	0.03069606	-0.025890024	-0.142706	-0.049859833	-0.02105261	0.015064091	-0.071902715	-0.047144208	-0.06515856	0.16568309	0.08462315	0.12156575	0.12120542
0.026325557	-0.060126826	0.02209286	0.00856348	0.03278457	-0.10697881	-0.08118178	-0.05316014	0.017463438	-0.13779727	-0.06899554	-0.10646359	0.12357917	0.15937757	0.17313355	0.079665184
-0.0845899	0.13679875	-0.16686632	0.12664048	-0.12890987	0.13060197	0.080698974	0.17010708	0.164017	0.16640665	0.11119284	0.09748371	-0.08237896	-0.080538355	-0.03937116	-0.116411865
0.09968592	-0.11748274	0.0870038	-0.08017573	0.049879212	-0.16103974	-0.13204914	-0.11238914	-0.014240995	-0.13863012	-0.12094358	-0.1609527	0.19848742	0.1375032	0.15445887	0.15587252
-0.17543769	0.094153546	-0.17900564	0.19787927	-0.17901517	0.14618465	0.13612159	0.10704348	0.15772146	0.17615134	0.2023117	0.18455262	-0.054522756	-0.15491095	-0.08610745	-0.114049956
0.07616151	0.003971628	-0.024918905	-0.017240675	0.026222702	-0.046937883	0.0015519054	-0.055115905	0.039560776	-0.043596532	-0.019211045	-0.052207712	0.0583522	0.058786612	0.053732604	0.014255515
-0.14247344	0.074636534	-0.1317432	0.12352519	-0.121515885	0.011655992	0.018192785	0.06019562	0.10145635	0.03180361	0.07221487	0.014952129	0.035881717	-0.08007588	-0.047501817	-0.05858033
